center_id,truck_id,ETA,actual_arrival,carrier_delay_min
C003,TRK222,2022-07-01 07:00:00,2022-07-01 08:38:00,98
C001,TRK642,2022-07-02 12:00:00,2022-07-02 13:07:00,67
C002,TRK155,2022-07-02 08:00:00,2022-07-02 09:15:00,75
C003,TRK240,2022-07-02 12:00:00,2022-07-02 12:08:00,8
C001,TRK519,2022-07-03 07:00:00,2022-07-03 07:57:00,57
C002,TRK246,2022-07-03 10:00:00,2022-07-03 11:27:00,87
C003,TRK897,2022-07-03 08:00:00,2022-07-03 08:16:00,16
C001,TRK440,2022-07-04 06:00:00,2022-07-04 07:34:00,94
C002,TRK420,2022-07-04 11:00:00,2022-07-04 11:15:00,15
C003,TRK104,2022-07-04 11:00:00,2022-07-04 10:44:00,-16
C001,TRK314,2022-07-05 09:00:00,2022-07-05 09:40:00,40
C002,TRK690,2022-07-05 12:00:00,2022-07-05 12:13:00,13
C003,TRK601,2022-07-05 12:00:00,2022-07-05 12:10:00,10
C001,TRK232,2022-07-06 12:00:00,2022-07-06 11:52:00,-8
C002,TRK748,2022-07-06 10:00:00,2022-07-06 11:21:00,81
C003,TRK539,2022-07-06 09:00:00,2022-07-06 10:13:00,73
C001,TRK104,2022-07-07 09:00:00,2022-07-07 10:08:00,68
C002,TRK304,2022-07-07 06:00:00,2022-07-07 07:46:00,106
C003,TRK114,2022-07-07 11:00:00,2022-07-07 12:05:00,65
C001,TRK295,2022-07-08 08:00:00,2022-07-08 09:45:00,105
C002,TRK741,2022-07-08 06:00:00,2022-07-08 05:31:00,-29
C003,TRK331,2022-07-08 11:00:00,2022-07-08 11:33:00,33
C001,TRK419,2022-07-09 11:00:00,2022-07-09 11:58:00,58
C002,TRK492,2022-07-09 07:00:00,2022-07-09 06:56:00,-4
C003,TRK413,2022-07-09 10:00:00,2022-07-09 12:00:00,120
C001,TRK943,2022-07-10 07:00:00,2022-07-10 06:46:00,-14
C002,TRK397,2022-07-10 06:00:00,2022-07-10 06:46:00,46
C003,TRK710,2022-07-10 09:00:00,2022-07-10 10:43:00,103
C001,TRK544,2022-07-11 10:00:00,2022-07-11 10:56:00,56
C002,TRK450,2022-07-11 11:00:00,2022-07-11 11:04:00,4
C003,TRK868,2022-07-11 09:00:00,2022-07-11 10:01:00,61
C001,TRK931,2022-07-12 07:00:00,2022-07-12 07:12:00,12
C002,TRK333,2022-07-12 09:00:00,2022-07-12 08:34:00,-26
C003,TRK316,2022-07-12 07:00:00,2022-07-12 07:03:00,3
C001,TRK703,2022-07-13 11:00:00,2022-07-13 10:35:00,-25
C002,TRK226,2022-07-13 10:00:00,2022-07-13 10:13:00,13
C003,TRK484,2022-07-13 08:00:00,2022-07-13 07:39:00,-21
C001,TRK889,2022-07-14 11:00:00,2022-07-14 11:35:00,35
C002,TRK708,2022-07-14 10:00:00,2022-07-14 09:42:00,-18
C003,TRK769,2022-07-14 06:00:00,2022-07-14 05:57:00,-3
C001,TRK149,2022-07-15 12:00:00,2022-07-15 11:35:00,-25
C002,TRK526,2022-07-15 11:00:00,2022-07-15 10:59:00,-1
C003,TRK226,2022-07-15 09:00:00,2022-07-15 10:07:00,67
C001,TRK585,2022-07-16 10:00:00,2022-07-16 10:34:00,34
C002,TRK310,2022-07-16 11:00:00,2022-07-16 11:09:00,9
C003,TRK408,2022-07-16 11:00:00,2022-07-16 10:32:00,-28
C001,TRK778,2022-07-17 09:00:00,2022-07-17 08:55:00,-5
C002,TRK737,2022-07-17 10:00:00,2022-07-17 10:39:00,39
C003,TRK528,2022-07-17 10:00:00,2022-07-17 10:05:00,5
C001,TRK623,2022-07-18 12:00:00,2022-07-18 11:56:00,-4
C002,TRK389,2022-07-18 11:00:00,2022-07-18 11:00:00,0
C003,TRK609,2022-07-18 06:00:00,2022-07-18 05:57:00,-3
C001,TRK896,2022-07-19 07:00:00,2022-07-19 07:21:00,21
C002,TRK306,2022-07-19 08:00:00,2022-07-19 09:43:00,103
C003,TRK402,2022-07-19 08:00:00,2022-07-19 09:14:00,74
C001,TRK661,2022-07-20 07:00:00,2022-07-20 06:40:00,-20
C002,TRK804,2022-07-20 09:00:00,2022-07-20 09:23:00,23
C003,TRK340,2022-07-20 09:00:00,2022-07-20 09:54:00,54
C001,TRK787,2022-07-21 06:00:00,2022-07-21 05:33:00,-27
C002,TRK955,2022-07-21 06:00:00,2022-07-21 05:58:00,-2
C003,TRK252,2022-07-21 10:00:00,2022-07-21 11:36:00,96
C001,TRK176,2022-07-22 06:00:00,2022-07-22 07:40:00,100
C002,TRK362,2022-07-22 11:00:00,2022-07-22 10:55:00,-5
C003,TRK567,2022-07-22 11:00:00,2022-07-22 11:29:00,29
C001,TRK575,2022-07-23 08:00:00,2022-07-23 08:37:00,37
C002,TRK932,2022-07-23 06:00:00,2022-07-23 05:55:00,-5
C003,TRK972,2022-07-23 07:00:00,2022-07-23 06:40:00,-20
C001,TRK920,2022-07-24 08:00:00,2022-07-24 09:02:00,62
C002,TRK536,2022-07-24 11:00:00,2022-07-24 11:50:00,50
C003,TRK197,2022-07-24 11:00:00,2022-07-24 10:59:00,-1
C001,TRK109,2022-07-25 12:00:00,2022-07-25 11:41:00,-19
C002,TRK779,2022-07-25 12:00:00,2022-07-25 12:05:00,5
C003,TRK436,2022-07-25 11:00:00,2022-07-25 11:13:00,13
C001,TRK736,2022-07-26 08:00:00,2022-07-26 09:22:00,82
C002,TRK481,2022-07-26 08:00:00,2022-07-26 07:53:00,-7
C003,TRK287,2022-07-26 12:00:00,2022-07-26 12:57:00,57
C001,TRK509,2022-07-27 06:00:00,2022-07-27 07:12:00,72
C002,TRK955,2022-07-27 09:00:00,2022-07-27 09:39:00,39
C003,TRK919,2022-07-27 09:00:00,2022-07-27 10:32:00,92
C001,TRK215,2022-07-28 09:00:00,2022-07-28 09:12:00,12
C002,TRK964,2022-07-28 07:00:00,2022-07-28 06:45:00,-15
C003,TRK526,2022-07-28 07:00:00,2022-07-28 06:56:00,-4
C001,TRK921,2022-07-29 10:00:00,2022-07-29 11:33:00,93
C002,TRK285,2022-07-29 10:00:00,2022-07-29 11:22:00,82
C003,TRK897,2022-07-29 10:00:00,2022-07-29 11:07:00,67
C001,TRK983,2022-07-30 08:00:00,2022-07-30 07:37:00,-23
C002,TRK594,2022-07-30 11:00:00,2022-07-30 11:03:00,3
C003,TRK521,2022-07-30 09:00:00,2022-07-30 08:58:00,-2
C001,TRK164,2022-07-31 09:00:00,2022-07-31 08:41:00,-19
C002,TRK112,2022-07-31 08:00:00,2022-07-31 08:50:00,50
C003,TRK885,2022-07-31 11:00:00,2022-07-31 12:44:00,104
C001,TRK841,2022-08-01 11:00:00,2022-08-01 12:57:00,117
C002,TRK785,2022-08-01 10:00:00,2022-08-01 10:27:00,27
C003,TRK631,2022-08-01 12:00:00,2022-08-01 12:56:00,56
C001,TRK543,2022-08-02 10:00:00,2022-08-02 09:54:00,-6
C002,TRK593,2022-08-02 11:00:00,2022-08-02 11:33:00,33
C003,TRK252,2022-08-02 08:00:00,2022-08-02 09:08:00,68
C001,TRK727,2022-08-03 12:00:00,2022-08-03 13:52:00,112
C002,TRK758,2022-08-03 06:00:00,2022-08-03 05:32:00,-28
C003,TRK969,2022-08-03 07:00:00,2022-08-03 08:39:00,99
C001,TRK990,2022-08-04 09:00:00,2022-08-04 10:36:00,96
C002,TRK869,2022-08-04 07:00:00,2022-08-04 06:49:00,-11
C003,TRK346,2022-08-04 09:00:00,2022-08-04 09:52:00,52
C001,TRK151,2022-08-05 08:00:00,2022-08-05 08:41:00,41
C002,TRK663,2022-08-05 10:00:00,2022-08-05 10:27:00,27
C003,TRK512,2022-08-05 11:00:00,2022-08-05 12:06:00,66
C001,TRK180,2022-08-06 12:00:00,2022-08-06 12:30:00,30
C002,TRK920,2022-08-06 09:00:00,2022-08-06 10:23:00,83
C003,TRK190,2022-08-06 10:00:00,2022-08-06 11:24:00,84
C001,TRK557,2022-08-07 12:00:00,2022-08-07 13:37:00,97
C002,TRK609,2022-08-07 08:00:00,2022-08-07 08:00:00,0
C003,TRK205,2022-08-07 11:00:00,2022-08-07 10:34:00,-26
C001,TRK136,2022-08-08 09:00:00,2022-08-08 10:15:00,75
C002,TRK100,2022-08-08 10:00:00,2022-08-08 11:50:00,110
C003,TRK910,2022-08-08 12:00:00,2022-08-08 11:53:00,-7
C001,TRK620,2022-08-09 10:00:00,2022-08-09 10:47:00,47
C002,TRK770,2022-08-09 10:00:00,2022-08-09 10:22:00,22
C003,TRK449,2022-08-09 11:00:00,2022-08-09 12:26:00,86
C001,TRK936,2022-08-10 08:00:00,2022-08-10 07:43:00,-17
C002,TRK439,2022-08-10 07:00:00,2022-08-10 08:26:00,86
C003,TRK833,2022-08-10 10:00:00,2022-08-10 11:31:00,91
C001,TRK833,2022-08-11 11:00:00,2022-08-11 12:03:00,63
C002,TRK199,2022-08-11 09:00:00,2022-08-11 08:59:00,-1
C003,TRK102,2022-08-11 12:00:00,2022-08-11 12:26:00,26
C001,TRK949,2022-08-12 08:00:00,2022-08-12 09:00:00,60
C002,TRK660,2022-08-12 11:00:00,2022-08-12 11:44:00,44
C003,TRK818,2022-08-12 10:00:00,2022-08-12 11:05:00,65
C001,TRK268,2022-08-13 06:00:00,2022-08-13 05:41:00,-19
C002,TRK941,2022-08-13 09:00:00,2022-08-13 09:05:00,5
C003,TRK209,2022-08-13 11:00:00,2022-08-13 12:14:00,74
C001,TRK292,2022-08-14 08:00:00,2022-08-14 08:20:00,20
C002,TRK320,2022-08-14 06:00:00,2022-08-14 07:10:00,70
C003,TRK833,2022-08-14 09:00:00,2022-08-14 09:18:00,18
C001,TRK875,2022-08-15 08:00:00,2022-08-15 07:57:00,-3
C002,TRK748,2022-08-15 09:00:00,2022-08-15 08:41:00,-19
C003,TRK226,2022-08-15 12:00:00,2022-08-15 14:00:00,120
C001,TRK568,2022-08-16 12:00:00,2022-08-16 13:25:00,85
C002,TRK616,2022-08-16 11:00:00,2022-08-16 13:00:00,120
C003,TRK104,2022-08-16 07:00:00,2022-08-16 08:37:00,97
C001,TRK666,2022-08-17 10:00:00,2022-08-17 09:42:00,-18
C002,TRK594,2022-08-17 09:00:00,2022-08-17 10:59:00,119
C003,TRK808,2022-08-17 10:00:00,2022-08-17 10:15:00,15
C001,TRK848,2022-08-18 10:00:00,2022-08-18 10:14:00,14
C002,TRK206,2022-08-18 12:00:00,2022-08-18 12:02:00,2
C003,TRK616,2022-08-18 09:00:00,2022-08-18 09:52:00,52
C001,TRK723,2022-08-19 09:00:00,2022-08-19 10:17:00,77
C002,TRK380,2022-08-19 11:00:00,2022-08-19 11:33:00,33
C003,TRK401,2022-08-19 09:00:00,2022-08-19 09:57:00,57
C001,TRK241,2022-08-20 09:00:00,2022-08-20 09:04:00,4
C002,TRK406,2022-08-20 09:00:00,2022-08-20 10:41:00,101
C003,TRK981,2022-08-20 12:00:00,2022-08-20 13:50:00,110
C001,TRK747,2022-08-21 08:00:00,2022-08-21 09:51:00,111
C002,TRK314,2022-08-21 07:00:00,2022-08-21 07:21:00,21
C003,TRK803,2022-08-21 10:00:00,2022-08-21 10:44:00,44
C001,TRK827,2022-08-22 08:00:00,2022-08-22 08:03:00,3
C002,TRK615,2022-08-22 11:00:00,2022-08-22 11:15:00,15
C003,TRK827,2022-08-22 10:00:00,2022-08-22 10:52:00,52
C001,TRK675,2022-08-23 06:00:00,2022-08-23 07:00:00,60
C002,TRK684,2022-08-23 09:00:00,2022-08-23 10:59:00,119
C003,TRK790,2022-08-23 11:00:00,2022-08-23 12:16:00,76
C001,TRK392,2022-08-24 11:00:00,2022-08-24 12:46:00,106
C002,TRK927,2022-08-24 12:00:00,2022-08-24 13:18:00,78
C003,TRK209,2022-08-24 06:00:00,2022-08-24 07:43:00,103
C001,TRK248,2022-08-25 06:00:00,2022-08-25 07:07:00,67
C002,TRK304,2022-08-25 06:00:00,2022-08-25 05:44:00,-16
C003,TRK393,2022-08-25 08:00:00,2022-08-25 08:11:00,11
C001,TRK249,2022-08-26 11:00:00,2022-08-26 11:34:00,34
C002,TRK807,2022-08-26 12:00:00,2022-08-26 11:45:00,-15
C003,TRK308,2022-08-26 12:00:00,2022-08-26 12:45:00,45
C001,TRK133,2022-08-27 12:00:00,2022-08-27 13:48:00,108
C002,TRK204,2022-08-27 08:00:00,2022-08-27 09:25:00,85
C003,TRK985,2022-08-27 10:00:00,2022-08-27 11:53:00,113
C001,TRK498,2022-08-28 07:00:00,2022-08-28 08:53:00,113
C002,TRK903,2022-08-28 07:00:00,2022-08-28 08:40:00,100
C003,TRK809,2022-08-28 12:00:00,2022-08-28 12:43:00,43
C001,TRK490,2022-08-29 11:00:00,2022-08-29 10:42:00,-18
C002,TRK907,2022-08-29 09:00:00,2022-08-29 10:16:00,76
C003,TRK665,2022-08-29 11:00:00,2022-08-29 11:50:00,50
C001,TRK861,2022-08-30 06:00:00,2022-08-30 05:33:00,-27
C002,TRK735,2022-08-30 08:00:00,2022-08-30 08:21:00,21
C003,TRK949,2022-08-30 12:00:00,2022-08-30 13:23:00,83
C001,TRK873,2022-08-31 07:00:00,2022-08-31 08:04:00,64
C002,TRK856,2022-08-31 10:00:00,2022-08-31 11:49:00,109
C003,TRK894,2022-08-31 10:00:00,2022-08-31 10:20:00,20
C001,TRK401,2022-09-01 11:00:00,2022-09-01 11:19:00,19
C002,TRK799,2022-09-01 09:00:00,2022-09-01 09:15:00,15
C003,TRK277,2022-09-01 06:00:00,2022-09-01 06:17:00,17
C001,TRK222,2022-09-02 11:00:00,2022-09-02 12:41:00,101
C002,TRK538,2022-09-02 09:00:00,2022-09-02 08:40:00,-20
C003,TRK370,2022-09-02 08:00:00,2022-09-02 09:52:00,112
C001,TRK698,2022-09-03 07:00:00,2022-09-03 07:11:00,11
C002,TRK105,2022-09-03 12:00:00,2022-09-03 12:35:00,35
C003,TRK826,2022-09-03 08:00:00,2022-09-03 09:29:00,89
C001,TRK257,2022-09-04 07:00:00,2022-09-04 06:40:00,-20
C002,TRK892,2022-09-04 08:00:00,2022-09-04 07:43:00,-17
C003,TRK602,2022-09-04 11:00:00,2022-09-04 11:47:00,47
C001,TRK663,2022-09-05 12:00:00,2022-09-05 13:56:00,116
C002,TRK902,2022-09-05 08:00:00,2022-09-05 07:48:00,-12
C003,TRK638,2022-09-05 11:00:00,2022-09-05 11:51:00,51
C001,TRK633,2022-09-06 07:00:00,2022-09-06 07:17:00,17
C002,TRK263,2022-09-06 06:00:00,2022-09-06 07:39:00,99
C003,TRK649,2022-09-06 09:00:00,2022-09-06 10:49:00,109
C001,TRK457,2022-09-07 09:00:00,2022-09-07 08:53:00,-7
C002,TRK779,2022-09-07 07:00:00,2022-09-07 07:24:00,24
C003,TRK469,2022-09-07 08:00:00,2022-09-07 08:54:00,54
C001,TRK870,2022-09-08 08:00:00,2022-09-08 08:25:00,25
C002,TRK586,2022-09-08 10:00:00,2022-09-08 11:45:00,105
C003,TRK217,2022-09-08 10:00:00,2022-09-08 09:32:00,-28
C001,TRK556,2022-09-09 11:00:00,2022-09-09 11:58:00,58
C002,TRK140,2022-09-09 07:00:00,2022-09-09 07:32:00,32
C003,TRK490,2022-09-09 11:00:00,2022-09-09 11:52:00,52
C001,TRK495,2022-09-10 12:00:00,2022-09-10 11:59:00,-1
C002,TRK841,2022-09-10 08:00:00,2022-09-10 09:48:00,108
C003,TRK629,2022-09-10 08:00:00,2022-09-10 07:36:00,-24
C001,TRK626,2022-09-11 12:00:00,2022-09-11 13:05:00,65
C002,TRK556,2022-09-11 12:00:00,2022-09-11 13:40:00,100
C003,TRK403,2022-09-11 09:00:00,2022-09-11 08:41:00,-19
C001,TRK428,2022-09-12 11:00:00,2022-09-12 11:19:00,19
C002,TRK198,2022-09-12 10:00:00,2022-09-12 09:51:00,-9
C003,TRK646,2022-09-12 07:00:00,2022-09-12 08:47:00,107
C001,TRK315,2022-09-13 06:00:00,2022-09-13 05:46:00,-14
C002,TRK985,2022-09-13 11:00:00,2022-09-13 11:24:00,24
C003,TRK955,2022-09-13 11:00:00,2022-09-13 12:18:00,78
C001,TRK650,2022-09-14 06:00:00,2022-09-14 06:22:00,22
C002,TRK762,2022-09-14 12:00:00,2022-09-14 13:21:00,81
C003,TRK864,2022-09-14 12:00:00,2022-09-14 11:48:00,-12
C001,TRK124,2022-09-15 11:00:00,2022-09-15 11:09:00,9
C002,TRK138,2022-09-15 09:00:00,2022-09-15 09:54:00,54
C003,TRK155,2022-09-15 06:00:00,2022-09-15 05:48:00,-12
C001,TRK671,2022-09-16 07:00:00,2022-09-16 07:34:00,34
C002,TRK941,2022-09-16 06:00:00,2022-09-16 07:57:00,117
C003,TRK517,2022-09-16 07:00:00,2022-09-16 07:36:00,36
C001,TRK745,2022-09-17 09:00:00,2022-09-17 10:25:00,85
C002,TRK423,2022-09-17 09:00:00,2022-09-17 10:20:00,80
C003,TRK789,2022-09-17 06:00:00,2022-09-17 07:09:00,69
C001,TRK106,2022-09-18 06:00:00,2022-09-18 07:46:00,106
C002,TRK874,2022-09-18 11:00:00,2022-09-18 10:46:00,-14
C003,TRK146,2022-09-18 11:00:00,2022-09-18 12:59:00,119
C001,TRK466,2022-09-19 11:00:00,2022-09-19 10:48:00,-12
C002,TRK396,2022-09-19 10:00:00,2022-09-19 09:57:00,-3
C003,TRK721,2022-09-19 12:00:00,2022-09-19 12:47:00,47
C001,TRK883,2022-09-20 06:00:00,2022-09-20 06:42:00,42
C002,TRK504,2022-09-20 09:00:00,2022-09-20 10:07:00,67
C003,TRK585,2022-09-20 12:00:00,2022-09-20 11:37:00,-23
C001,TRK325,2022-09-21 07:00:00,2022-09-21 08:46:00,106
C002,TRK915,2022-09-21 07:00:00,2022-09-21 08:10:00,70
C003,TRK402,2022-09-21 12:00:00,2022-09-21 13:49:00,109
C001,TRK405,2022-09-22 11:00:00,2022-09-22 11:06:00,6
C002,TRK111,2022-09-22 11:00:00,2022-09-22 12:05:00,65
C003,TRK244,2022-09-22 10:00:00,2022-09-22 11:52:00,112
C001,TRK105,2022-09-23 06:00:00,2022-09-23 05:40:00,-20
C002,TRK650,2022-09-23 10:00:00,2022-09-23 11:10:00,70
C003,TRK412,2022-09-23 10:00:00,2022-09-23 09:51:00,-9
C001,TRK316,2022-09-24 07:00:00,2022-09-24 07:58:00,58
C002,TRK245,2022-09-24 09:00:00,2022-09-24 10:41:00,101
C003,TRK326,2022-09-24 07:00:00,2022-09-24 07:17:00,17
C001,TRK298,2022-09-25 10:00:00,2022-09-25 10:34:00,34
C002,TRK787,2022-09-25 06:00:00,2022-09-25 06:16:00,16
C003,TRK972,2022-09-25 12:00:00,2022-09-25 13:55:00,115
C001,TRK572,2022-09-26 06:00:00,2022-09-26 07:50:00,110
C002,TRK174,2022-09-26 11:00:00,2022-09-26 12:50:00,110
C003,TRK356,2022-09-26 08:00:00,2022-09-26 07:47:00,-13
C001,TRK843,2022-09-27 06:00:00,2022-09-27 06:20:00,20
C002,TRK438,2022-09-27 10:00:00,2022-09-27 11:34:00,94
C003,TRK787,2022-09-27 08:00:00,2022-09-27 08:02:00,2
C001,TRK202,2022-09-28 11:00:00,2022-09-28 11:30:00,30
C002,TRK298,2022-09-28 08:00:00,2022-09-28 07:47:00,-13
C003,TRK561,2022-09-28 08:00:00,2022-09-28 09:34:00,94
C001,TRK810,2022-09-29 08:00:00,2022-09-29 08:48:00,48
C002,TRK679,2022-09-29 10:00:00,2022-09-29 10:09:00,9
C003,TRK927,2022-09-29 10:00:00,2022-09-29 11:03:00,63
C001,TRK272,2022-09-30 08:00:00,2022-09-30 09:19:00,79
C002,TRK352,2022-09-30 06:00:00,2022-09-30 06:50:00,50
C003,TRK829,2022-09-30 12:00:00,2022-09-30 12:26:00,26
C001,TRK383,2022-10-01 11:00:00,2022-10-01 12:21:00,81
C002,TRK237,2022-10-01 12:00:00,2022-10-01 13:02:00,62
C003,TRK998,2022-10-01 11:00:00,2022-10-01 11:54:00,54
C001,TRK556,2022-10-02 09:00:00,2022-10-02 10:28:00,88
C002,TRK598,2022-10-02 08:00:00,2022-10-02 08:48:00,48
C003,TRK279,2022-10-02 10:00:00,2022-10-02 09:57:00,-3
C001,TRK961,2022-10-03 11:00:00,2022-10-03 10:50:00,-10
C002,TRK651,2022-10-03 08:00:00,2022-10-03 08:05:00,5
C003,TRK851,2022-10-03 07:00:00,2022-10-03 07:37:00,37
C001,TRK844,2022-10-04 11:00:00,2022-10-04 10:49:00,-11
C002,TRK969,2022-10-04 06:00:00,2022-10-04 05:34:00,-26
C003,TRK932,2022-10-04 10:00:00,2022-10-04 09:37:00,-23
C001,TRK514,2022-10-05 10:00:00,2022-10-05 11:58:00,118
C002,TRK137,2022-10-05 12:00:00,2022-10-05 12:24:00,24
C003,TRK656,2022-10-05 10:00:00,2022-10-05 10:36:00,36
C001,TRK769,2022-10-06 10:00:00,2022-10-06 11:30:00,90
C002,TRK474,2022-10-06 12:00:00,2022-10-06 12:08:00,8
C003,TRK890,2022-10-06 09:00:00,2022-10-06 09:27:00,27
C001,TRK237,2022-10-07 10:00:00,2022-10-07 10:44:00,44
C002,TRK622,2022-10-07 09:00:00,2022-10-07 10:38:00,98
C003,TRK472,2022-10-07 06:00:00,2022-10-07 07:11:00,71
C001,TRK778,2022-10-08 10:00:00,2022-10-08 09:32:00,-28
C002,TRK875,2022-10-08 07:00:00,2022-10-08 07:12:00,12
C003,TRK556,2022-10-08 10:00:00,2022-10-08 10:05:00,5
C001,TRK679,2022-10-09 07:00:00,2022-10-09 07:15:00,15
C002,TRK853,2022-10-09 10:00:00,2022-10-09 10:07:00,7
C003,TRK467,2022-10-09 11:00:00,2022-10-09 12:33:00,93
C001,TRK879,2022-10-10 06:00:00,2022-10-10 06:26:00,26
C002,TRK164,2022-10-10 09:00:00,2022-10-10 09:29:00,29
C003,TRK339,2022-10-10 08:00:00,2022-10-10 09:04:00,64
C001,TRK630,2022-10-11 06:00:00,2022-10-11 06:22:00,22
C002,TRK497,2022-10-11 12:00:00,2022-10-11 13:02:00,62
C003,TRK147,2022-10-11 09:00:00,2022-10-11 10:26:00,86
C001,TRK205,2022-10-12 06:00:00,2022-10-12 06:52:00,52
C002,TRK748,2022-10-12 11:00:00,2022-10-12 12:43:00,103
C003,TRK954,2022-10-12 12:00:00,2022-10-12 12:40:00,40
C001,TRK692,2022-10-13 11:00:00,2022-10-13 11:37:00,37
C002,TRK278,2022-10-13 10:00:00,2022-10-13 11:55:00,115
C003,TRK474,2022-10-13 09:00:00,2022-10-13 10:06:00,66
C001,TRK629,2022-10-14 10:00:00,2022-10-14 09:49:00,-11
C002,TRK328,2022-10-14 08:00:00,2022-10-14 09:06:00,66
C003,TRK461,2022-10-14 10:00:00,2022-10-14 11:13:00,73
C001,TRK598,2022-10-15 12:00:00,2022-10-15 12:58:00,58
C002,TRK718,2022-10-15 12:00:00,2022-10-15 13:33:00,93
C003,TRK242,2022-10-15 06:00:00,2022-10-15 07:38:00,98
C001,TRK335,2022-10-16 09:00:00,2022-10-16 09:12:00,12
C002,TRK758,2022-10-16 06:00:00,2022-10-16 07:41:00,101
C003,TRK253,2022-10-16 08:00:00,2022-10-16 08:24:00,24
C001,TRK470,2022-10-17 07:00:00,2022-10-17 07:10:00,10
C002,TRK776,2022-10-17 10:00:00,2022-10-17 10:00:00,0
C003,TRK930,2022-10-17 07:00:00,2022-10-17 08:16:00,76
C001,TRK593,2022-10-18 08:00:00,2022-10-18 07:59:00,-1
C002,TRK590,2022-10-18 11:00:00,2022-10-18 12:32:00,92
C003,TRK762,2022-10-18 07:00:00,2022-10-18 07:11:00,11
C001,TRK122,2022-10-19 12:00:00,2022-10-19 13:15:00,75
C002,TRK230,2022-10-19 07:00:00,2022-10-19 06:41:00,-19
C003,TRK237,2022-10-19 10:00:00,2022-10-19 10:11:00,11
C001,TRK140,2022-10-20 11:00:00,2022-10-20 12:41:00,101
C002,TRK157,2022-10-20 10:00:00,2022-10-20 10:07:00,7
C003,TRK284,2022-10-20 07:00:00,2022-10-20 07:36:00,36
C001,TRK713,2022-10-21 10:00:00,2022-10-21 11:13:00,73
C002,TRK999,2022-10-21 10:00:00,2022-10-21 09:34:00,-26
C003,TRK187,2022-10-21 11:00:00,2022-10-21 11:42:00,42
C001,TRK721,2022-10-22 07:00:00,2022-10-22 08:24:00,84
C002,TRK274,2022-10-22 09:00:00,2022-10-22 10:33:00,93
C003,TRK715,2022-10-22 07:00:00,2022-10-22 08:15:00,75
C001,TRK940,2022-10-23 07:00:00,2022-10-23 08:59:00,119
C002,TRK738,2022-10-23 12:00:00,2022-10-23 12:16:00,16
C003,TRK370,2022-10-23 11:00:00,2022-10-23 12:40:00,100
C001,TRK564,2022-10-24 07:00:00,2022-10-24 07:57:00,57
C002,TRK335,2022-10-24 10:00:00,2022-10-24 09:47:00,-13
C003,TRK235,2022-10-24 09:00:00,2022-10-24 10:08:00,68
C001,TRK307,2022-10-25 06:00:00,2022-10-25 05:34:00,-26
C002,TRK800,2022-10-25 10:00:00,2022-10-25 11:39:00,99
C003,TRK720,2022-10-25 09:00:00,2022-10-25 09:08:00,8
C001,TRK587,2022-10-26 06:00:00,2022-10-26 06:15:00,15
C002,TRK998,2022-10-26 10:00:00,2022-10-26 09:39:00,-21
C003,TRK615,2022-10-26 12:00:00,2022-10-26 13:46:00,106
C001,TRK195,2022-10-27 12:00:00,2022-10-27 12:00:00,0
C002,TRK717,2022-10-27 09:00:00,2022-10-27 09:03:00,3
C003,TRK893,2022-10-27 10:00:00,2022-10-27 09:30:00,-30
C001,TRK634,2022-10-28 11:00:00,2022-10-28 12:20:00,80
C002,TRK995,2022-10-28 09:00:00,2022-10-28 10:04:00,64
C003,TRK539,2022-10-28 06:00:00,2022-10-28 07:45:00,105
C001,TRK908,2022-10-29 07:00:00,2022-10-29 08:33:00,93
C002,TRK458,2022-10-29 12:00:00,2022-10-29 13:07:00,67
C003,TRK200,2022-10-29 10:00:00,2022-10-29 11:57:00,117
C001,TRK360,2022-10-30 09:00:00,2022-10-30 09:04:00,4
C002,TRK979,2022-10-30 09:00:00,2022-10-30 09:29:00,29
C003,TRK712,2022-10-30 06:00:00,2022-10-30 06:42:00,42
C001,TRK363,2022-10-31 10:00:00,2022-10-31 11:14:00,74
C002,TRK826,2022-10-31 07:00:00,2022-10-31 06:31:00,-29
C003,TRK691,2022-10-31 11:00:00,2022-10-31 10:31:00,-29
C001,TRK632,2022-11-01 10:00:00,2022-11-01 10:00:00,0
C002,TRK770,2022-11-01 06:00:00,2022-11-01 07:06:00,66
C003,TRK518,2022-11-01 07:00:00,2022-11-01 07:50:00,50
C001,TRK258,2022-11-02 08:00:00,2022-11-02 07:57:00,-3
C002,TRK359,2022-11-02 09:00:00,2022-11-02 10:59:00,119
C003,TRK533,2022-11-02 08:00:00,2022-11-02 09:47:00,107
C001,TRK726,2022-11-03 10:00:00,2022-11-03 11:03:00,63
C002,TRK873,2022-11-03 08:00:00,2022-11-03 09:11:00,71
C003,TRK665,2022-11-03 07:00:00,2022-11-03 08:15:00,75
C001,TRK594,2022-11-04 12:00:00,2022-11-04 13:52:00,112
C002,TRK672,2022-11-04 07:00:00,2022-11-04 08:04:00,64
C003,TRK359,2022-11-04 10:00:00,2022-11-04 11:33:00,93
C001,TRK452,2022-11-05 08:00:00,2022-11-05 09:57:00,117
C002,TRK853,2022-11-05 12:00:00,2022-11-05 13:11:00,71
C003,TRK865,2022-11-05 07:00:00,2022-11-05 07:00:00,0
C001,TRK901,2022-11-06 07:00:00,2022-11-06 08:24:00,84
C002,TRK202,2022-11-06 11:00:00,2022-11-06 11:11:00,11
C003,TRK510,2022-11-06 07:00:00,2022-11-06 08:40:00,100
